variant,query_id,question,query_kind,target_document,hard_negative,hit,rank,precision,recall,result_count,evidence_tokens,global_tokens,map_index_tokens,token_delta,token_delta_pct,selected_sections,planned_sections,considered_sections,route_steps,routed,reflection,planner_mode,nodes_scored,latency_ms
map_agent_full,q02,What is the refund window for electronics?,answerable,refund_policy.txt,False,True,1,0.125,1.0,8,249,249,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.846
map_agent_full,q03,How many business days does refund settlement take?,answerable,refund_policy.txt,False,True,1,0.125,1.0,8,247,250,467,-3,-1.2,2,2,8,1,True,False,deterministic,12,5.352
map_agent_full,q04,How long does domestic ground shipping take?,answerable,shipping_times.txt,False,True,1,0.3333,1.0,3,87,118,467,-31,-26.27,2,2,8,1,True,False,deterministic,12,5.389
map_agent_full,q05,When is expedited delivery available?,answerable,shipping_times.txt,False,True,1,0.25,1.0,4,131,253,467,-122,-48.22,2,2,8,1,True,False,deterministic,12,5.667
map_agent_full,q06,How long does international customs clearance take?,answerable,shipping_times.txt,False,False,0,0.0,0.0,0,0,59,467,-59,-100.0,3,2,8,2,True,True,deterministic,30,5.306
map_agent_full,q07,How long is the manufacturer warranty?,answerable,warranty_terms.txt,False,True,1,0.1667,1.0,6,179,210,467,-31,-14.76,2,2,8,1,True,False,deterministic,12,5.194
map_agent_full,q08,What do I need to submit a warranty claim?,answerable,warranty_terms.txt,False,True,1,0.1429,1.0,7,207,207,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.507
map_agent_full,q09,Is water damage covered by warranty?,answerable,warranty_terms.txt,False,True,1,0.1667,1.0,6,179,179,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.15
map_agent_full,q10,What defines a severity 1 incident?,answerable,incident_runbook.txt,False,True,1,0.2,1.0,5,165,165,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.176
map_agent_full,q11,Who owns the incident response?,answerable,incident_runbook.txt,False,True,1,0.2,1.0,5,165,195,467,-30,-15.38,2,2,8,1,True,False,deterministic,12,5.982
map_agent_full,q12,What is the public status update cadence for an outage?,answerable,incident_runbook.txt,False,True,1,0.5,1.0,2,73,73,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.29
map_agent_full,q13,What blocks a release?,answerable,release_checklist.txt,False,True,1,0.25,1.0,4,109,109,467,0,0.0,2,2,8,2,False,True,deterministic,60,5.342
map_agent_full,q14,How long is the staging soak time?,answerable,release_checklist.txt,False,True,1,0.25,1.0,4,111,208,467,-97,-46.63,2,2,8,1,True,False,deterministic,12,5.909
map_agent_full,q15,What is the staged rollout plan for production?,answerable,release_checklist.txt,False,True,1,0.25,1.0,4,115,141,467,-26,-18.44,2,2,8,1,True,False,deterministic,12,5.216
map_agent_full,q16,On which working day of the month does the payroll run?,answerable,payroll_policy.txt,False,True,1,0.3333,1.0,3,87,181,467,-94,-51.93,2,2,8,1,True,False,deterministic,12,5.349
map_agent_full,q17,When are timesheets due?,answerable,payroll_policy.txt,False,True,1,0.5,1.0,2,55,86,467,-31,-36.05,2,2,8,1,True,False,deterministic,12,5.515
map_agent_full,q18,How is overtime paid?,answerable,payroll_policy.txt,False,True,1,1.0,1.0,1,30,30,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.095
map_agent_full,q19,What is the default API rate limit quota?,answerable,api_rate_limits.txt,False,True,1,0.2,1.0,5,156,245,467,-89,-36.33,2,2,8,1,True,False,deterministic,12,5.229
map_agent_full,q20,What happens when I exceed the burst allowance?,answerable,api_rate_limits.txt,False,True,1,0.5,1.0,2,62,62,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.53
map_agent_full,q21,How should clients handle throttling responses?,answerable,api_rate_limits.txt,False,False,0,0.0,0.0,1,29,88,467,-59,-67.05,2,2,8,1,True,False,deterministic,12,5.323
map_agent_full,q22,Which principle governs access grants?,answerable,access_control.txt,False,True,1,0.2,1.0,5,152,152,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.149
map_agent_full,q23,Is multi factor authentication mandatory?,answerable,access_control.txt,False,True,1,1.0,1.0,1,26,26,467,0,0.0,2,2,8,2,False,True,deterministic,60,5.843
map_agent_full,q24,How are break glass accounts reviewed?,answerable,access_control.txt,False,True,1,0.25,1.0,4,122,152,467,-30,-19.74,2,2,8,1,True,False,deterministic,12,5.183
map_agent_full,q25,What is the quarterly access review cadence?,answerable,access_control.txt,False,True,1,0.2,1.0,5,152,240,467,-88,-36.67,2,2,8,1,True,False,deterministic,12,5.184
map_agent_full,n01,What is the office wifi password?,no_match,,False,False,0,1.0,1.0,0,0,0,467,0,0.0,2,2,8,2,False,True,deterministic,60,5.579
map_agent_full,n02,Who won the 2022 world cup final?,no_match,,True,False,0,0.0,0.0,1,33,33,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.248
map_agent_full,n03,What is the capital city of Portugal?,no_match,,False,False,0,1.0,1.0,0,0,0,467,0,0.0,2,2,8,2,False,True,deterministic,60,5.265
map_agent_full,n04,Can you book me a flight to Tokyo?,no_match,,True,False,0,0.0,0.0,1,32,32,467,0,0.0,2,2,8,2,False,True,deterministic,60,5.572
map_agent_full,n05,What is the recommended daily calorie intake for adults?,no_match,,False,False,0,1.0,1.0,0,0,0,467,0,0.0,2,2,8,2,False,True,deterministic,60,5.413
map_agent_full,n06,Explain quantum chromodynamics lattice gauge theory.,no_match,,False,False,0,1.0,1.0,0,0,0,467,0,0.0,2,2,8,2,False,True,deterministic,60,5.314
map_agent_adaptive,q01,Within how many days may a customer request a full refund?,answerable,refund_policy.txt,False,True,1,0.1667,1.0,6,189,249,1358,-60,-24.1,3,2,24,1,True,False,deterministic,6,15.019
map_agent_adaptive,q02,What is the refund window for electronics?,answerable,refund_policy.txt,False,True,1,0.1667,1.0,6,189,249,1358,-60,-24.1,3,2,24,1,True,False,deterministic,6,15.015
map_agent_adaptive,q03,How many business days does refund settlement take?,answerable,refund_policy.txt,False,True,1,0.1667,1.0,6,189,250,1358,-61,-24.4,3,2,24,1,True,False,deterministic,6,14.975
map_agent_adaptive,q04,How long does domestic ground shipping take?,answerable,shipping_times.txt,False,True,1,0.3333,1.0,3,87,118,1358,-31,-26.27,3,2,24,1,True,False,deterministic,6,14.89
map_agent_adaptive,q05,When is expedited delivery available?,answerable,shipping_times.txt,False,True,1,0.2,1.0,5,154,253,1358,-99,-39.13,4,2,24,1,True,False,deterministic,8,15.108
map_agent_adaptive,q06,How long does international customs clearance take?,answerable,shipping_times.txt,False,True,1,1.0,1.0,1,28,59,1358,-31,-52.54,4,2,24,1,True,False,deterministic,8,15.074
map_agent_adaptive,q07,How long is the manufacturer warranty?,answerable,warranty_terms.txt,False,True,1,0.1667,1.0,6,179,210,1358,-31,-14.76,3,2,24,1,True,False,deterministic,6,14.902
map_agent_adaptive,q08,What do I need to submit a warranty claim?,answerable,warranty_terms.txt,False,True,1,0.1667,1.0,6,179,207,1358,-28,-13.53,3,2,24,1,True,False,deterministic,6,14.788
map_agent_adaptive,q09,Is water damage covered by warranty?,answerable,warranty_terms.txt,False,True,1,0.1667,1.0,6,179,179,1358,0,0.0,3,2,24,1,True,False,deterministic,6,14.599
map_agent_adaptive,q10,What defines a severity 1 incident?,answerable,incident_runbook.txt,False,True,1,0.2,1.0,5,165,165,1358,0,0.0,3,2,24,1,True,False,deterministic,6,14.615
map_agent_adaptive,q11,Who owns the incident response?,answerable,incident_runbook.txt,False,True,1,0.2,1.0,5,165,195,1358,-30,-15.38,3,2,24,1,True,False,deterministic,6,14.938
map_agent_adaptive,q12,What is the public status update cadence for an outage?,answerable,incident_runbook.txt,False,True,1,0.5,1.0,2,73,73,1358,0,0.0,3,2,24,1,True,False,deterministic,6,15.823
map_agent_adaptive,q13,What blocks a release?,answerable,release_checklist.txt,False,True,1,0.25,1.0,4,109,109,1358,0,0.0,4,2,24,1,True,False,deterministic,8,14.861
map_agent_adaptive,q14,How long is the staging soak time?,answerable,release_checklist.txt,False,True,1,0.25,1.0,4,111,208,1358,-97,-46.63,4,2,24,1,True,False,deterministic,8,14.898
map_agent_adaptive,q15,What is the staged rollout plan for production?,answerable,release_checklist.txt,False,True,1,0.25,1.0,4,115,141,1358,-26,-18.44,3,2,24,1,True,False,deterministic,6,14.863
map_agent_adaptive,q16,On which working day of the month does the payroll run?,answerable,payroll_policy.txt,False,True,1,0.3333,1.0,3,87,181,1358,-94,-51.93,3,2,24,1,True,False,deterministic,6,14.864
map_agent_adaptive,q17,When are timesheets due?,answerable,payroll_policy.txt,False,True,1,0.5,1.0,2,55,86,1358,-31,-36.05,4,2,24,1,True,False,deterministic,8,14.786
map_agent_adaptive,q18,How is overtime paid?,answerable,payroll_policy.txt,False,True,1,1.0,1.0,1,30,30,1358,0,0.0,4,2,24,1,True,False,deterministic,8,14.938
map_agent_adaptive,q19,What is the default API rate limit quota?,answerable,api_rate_limits.txt,False,True,1,0.2,1.0,5,156,245,1358,-89,-36.33,3,2,24,1,True,False,deterministic,6,15.161
map_agent_adaptive,q20,What happens when I exceed the burst allowance?,answerable,api_rate_limits.txt,False,True,1,0.5,1.0,2,62,62,1358,0,0.0,3,2,24,1,True,False,deterministic,6,14.764
map_agent_adaptive,q21,How should clients handle throttling responses?,answerable,api_rate_limits.txt,False,True,1,0.5,1.0,2,59,88,1358,-29,-32.95,3,2,24,1,True,False,deterministic,6,14.698
map_agent_adaptive,q22,Which principle governs access grants?,answerable,access_control.txt,False,True,1,0.2,1.0,5,152,152,1358,0,0.0,3,2,24,1,True,False,deterministic,6,14.84
map_agent_adaptive,q23,Is multi factor authentication mandatory?,answerable,access_control.txt,False,True,1,1.0,1.0,1,26,26,1358,0,0.0,4,2,24,1,True,False,deterministic,8,15.266
map_agent_adaptive,q24,How are break glass accounts reviewed?,answerable,access_control.txt,False,True,1,0.25,1.0,4,122,152,1358,-30,-19.74,3,2,24,1,True,False,deterministic,6,14.93
map_agent_adaptive,q25,What is the quarterly access review cadence?,answerable,access_control.txt,False,True,1,0.2,1.0,5,152,240,1358,-88,-36.67,3,2,24,1,True,False,deterministic,6,14.919
map_agent_adaptive,n01,What is the office wifi password?,no_match,,False,False,0,1.0,1.0,0,0,0,1358,0,0.0,3,2,24,2,False,True,deterministic,54,15.159
map_agent_adaptive,n02,Who won the 2022 world cup final?,no_match,,True,False,0,0.0,0.0,1,33,33,1358,0,0.0,4,2,24,1,True,False,deterministic,8,15.194
map_agent_adaptive,n03,What is the capital city of Portugal?,no_match,,False,False,0,1.0,1.0,0,0,0,1358,0,0.0,3,2,24,2,False,True,deterministic,54,15.16
map_agent_adaptive,n04,Can you book me a flight to Tokyo?,no_match,,True,False,0,0.0,0.0,1,32,32,1358,0,0.0,3,2,24,2,False,True,deterministic,54,15.002
map_agent_adaptive,n05,What is the recommended daily calorie intake for adults?,no_match,,False,False,0,1.0,1.0,0,0,0,1358,0,0.0,3,2,24,2,False,True,deterministic,54,15.027
map_agent_adaptive,n06,Explain quantum chromodynamics lattice gauge theory.,no_match,,False,False,0,1.0,1.0,0,0,0,1358,0,0.0,3,2,24,2,False,True,deterministic,54,15.158
map_agent_refine,q01,Within how many days may a customer request a full refund?,answerable,refund_policy.txt,False,True,1,0.125,1.0,8,254,249,467,5,2.01,2,2,8,1,True,False,deterministic,12,19.323
map_agent_refine,q02,What is the refund window for electronics?,answerable,refund_policy.txt,False,True,1,0.125,1.0,8,249,249,467,0,0.0,2,2,8,1,True,False,deterministic,12,19.075
map_agent_refine,q03,How many business days does refund settlement take?,answerable,refund_policy.txt,False,True,1,0.125,1.0,8,254,250,467,4,1.6,2,2,8,1,True,False,deterministic,12,18.978
map_agent_refine,q04,How long does domestic ground shipping take?,answerable,shipping_times.txt,False,True,1,0.3333,1.0,3,87,118,467,-31,-26.27,2,2,8,1,True,False,deterministic,12,19.169
map_agent_refine,q05,When is expedited delivery available?,answerable,shipping_times.txt,False,True,1,0.1667,1.0,6,183,253,467,-70,-27.67,2,2,8,1,True,False,deterministic,12,22.029
map_agent_refine,q06,How long does international customs clearance take?,answerable,shipping_times.txt,False,False,0,0.0,0.0,0,0,59,467,-59,-100.0,3,2,8,2,True,True,deterministic,30,18.732
map_agent_refine,q07,How long is the manufacturer warranty?,answerable,warranty_terms.txt,False,True,1,0.1429,1.0,7,210,210,467,0,0.0,2,2,8,1,True,False,deterministic,12,18.538
map_agent_refine,q08,What do I need to submit a warranty claim?,answerable,warranty_terms.txt,False,True,1,0.1667,1.0,6,179,207,467,-28,-13.53,2,2,8,1,True,False,deterministic,12,18.537
map_agent_refine,q09,Is water damage covered by warranty?,answerable,warranty_terms.txt,False,True,1,0.1667,1.0,6,179,179,467,0,0.0,2,2,8,1,True,False,deterministic,12,18.489
map_agent_refine,q10,What defines a severity 1 incident?,answerable,incident_runbook.txt,False,True,1,0.2,1.0,5,165,165,467,0,0.0,2,2,8,1,True,False,deterministic,12,18.742
map_agent_refine,q11,Who owns the incident response?,answerable,incident_runbook.txt,False,True,1,0.2,1.0,5,165,195,467,-30,-15.38,1,1,8,1,True,False,deterministic,6,18.566
map_agent_refine,q12,What is the public status update cadence for an outage?,answerable,incident_runbook.txt,False,True,1,0.5,1.0,2,73,73,467,0,0.0,1,1,8,1,True,False,deterministic,6,18.686
map_agent_refine,q13,What blocks a release?,answerable,release_checklist.txt,False,True,1,0.25,1.0,4,109,109,467,0,0.0,1,1,8,1,True,False,deterministic,6,19.041
map_agent_refine,q14,How long is the staging soak time?,answerable,release_checklist.txt,False,True,1,0.25,1.0,4,111,208,467,-97,-46.63,2,2,8,1,True,False,deterministic,12,18.852
map_agent_refine,q15,What is the staged rollout plan for production?,answerable,release_checklist.txt,False,True,1,0.25,1.0,4,115,141,467,-26,-18.44,2,2,8,1,True,False,deterministic,12,18.793
map_agent_refine,q16,On which working day of the month does the payroll run?,answerable,payroll_policy.txt,False,True,1,0.3333,1.0,3,87,181,467,-94,-51.93,2,2,8,1,True,False,deterministic,12,19.093
map_agent_refine,q17,When are timesheets due?,answerable,payroll_policy.txt,False,True,1,0.5,1.0,2,55,86,467,-31,-36.05,2,2,8,1,True,False,deterministic,12,18.491
map_agent_refine,q18,How is overtime paid?,answerable,payroll_policy.txt,False,True,1,1.0,1.0,1,30,30,467,0,0.0,1,1,8,1,True,False,deterministic,6,18.454
map_agent_refine,q19,What is the default API rate limit quota?,answerable,api_rate_limits.txt,False,True,1,0.1667,1.0,6,190,245,467,-55,-22.45,2,2,8,1,True,False,deterministic,12,18.879
map_agent_refine,q20,What happens when I exceed the burst allowance?,answerable,api_rate_limits.txt,False,True,1,0.5,1.0,2,62,62,467,0,0.0,2,2,8,1,True,False,deterministic,12,19.062
map_agent_refine,q21,How should clients handle throttling responses?,answerable,api_rate_limits.txt,False,True,1,0.5,1.0,2,59,88,467,-29,-32.95,2,2,8,1,True,False,deterministic,12,19.666
map_agent_refine,q22,Which principle governs access grants?,answerable,access_control.txt,False,True,1,0.2,1.0,5,152,152,467,0,0.0,2,2,8,1,True,False,deterministic,12,19.526
map_agent_refine,q23,Is multi factor authentication mandatory?,answerable,access_control.txt,False,True,1,1.0,1.0,1,26,26,467,0,0.0,1,1,8,1,True,False,deterministic,6,18.559
map_agent_refine,q24,How are break glass accounts reviewed?,answerable,access_control.txt,False,True,1,0.25,1.0,4,122,152,467,-30,-19.74,2,2,8,1,True,False,deterministic,12,19.067
map_agent_refine,q25,What is the quarterly access review cadence?,answerable,access_control.txt,False,True,1,0.1667,1.0,6,184,240,467,-56,-23.33,2,2,8,1,True,False,deterministic,12,18.777
map_agent_refine,n01,What is the office wifi password?,no_match,,False,False,0,1.0,1.0,0,0,0,467,0,0.0,2,2,8,2,False,True,deterministic,60,19.113
map_agent_refine,n02,Who won the 2022 world cup final?,no_match,,True,False,0,0.0,0.0,1,33,33,467,0,0.0,1,1,8,1,True,False,deterministic,6,18.9
map_agent_refine,n03,What is the capital city of Portugal?,no_match,,False,False,0,1.0,1.0,0,0,0,467,0,0.0,2,2,8,2,False,True,deterministic,60,18.662
map_agent_refine,n04,Can you book me a flight to Tokyo?,no_match,,True,False,0,0.0,0.0,1,32,32,467,0,0.0,1,1,8,1,True,False,deterministic,6,18.412
map_agent_refine,n05,What is the recommended daily calorie intake for adults?,no_match,,False,False,0,1.0,1.0,0,0,0,467,0,0.0,2,2,8,2,False,True,deterministic,60,18.877
map_agent_refine,n06,Explain quantum chromodynamics lattice gauge theory.,no_match,,False,False,0,1.0,1.0,0,0,0,467,0,0.0,2,2,8,2,False,True,deterministic,60,18.773
map_agent_no_neighbors,q01,Within how many days may a customer request a full refund?,answerable,refund_policy.txt,False,True,1,0.125,1.0,8,254,249,467,5,2.01,2,2,8,1,True,False,deterministic,12,5.699
map_agent_no_neighbors,q02,What is the refund window for electronics?,answerable,refund_policy.txt,False,True,1,0.125,1.0,8,249,249,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.195
map_agent_no_neighbors,q03,How many business days does refund settlement take?,answerable,refund_policy.txt,False,True,1,0.125,1.0,8,247,250,467,-3,-1.2,2,2,8,1,True,False,deterministic,12,5.32
map_agent_no_neighbors,q04,How long does domestic ground shipping take?,answerable,shipping_times.txt,False,True,1,0.3333,1.0,3,87,118,467,-31,-26.27,2,2,8,1,True,False,deterministic,12,5.5
map_agent_no_neighbors,q05,When is expedited delivery available?,answerable,shipping_times.txt,False,True,1,0.25,1.0,4,131,253,467,-122,-48.22,2,2,8,1,True,False,deterministic,12,5.133
map_agent_no_neighbors,q06,How long does international customs clearance take?,answerable,shipping_times.txt,False,False,0,0.0,0.0,0,0,59,467,-59,-100.0,3,2,8,2,True,True,deterministic,30,5.25
map_agent_no_neighbors,q07,How long is the manufacturer warranty?,answerable,warranty_terms.txt,False,True,1,0.1667,1.0,6,179,210,467,-31,-14.76,2,2,8,1,True,False,deterministic,12,5.435
map_agent_no_neighbors,q08,What do I need to submit a warranty claim?,answerable,warranty_terms.txt,False,True,1,0.1429,1.0,7,207,207,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.143
map_agent_no_neighbors,q09,Is water damage covered by warranty?,answerable,warranty_terms.txt,False,True,1,0.1667,1.0,6,179,179,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.117
map_agent_no_neighbors,q10,What defines a severity 1 incident?,answerable,incident_runbook.txt,False,True,1,0.2,1.0,5,165,165,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.433
map_agent_no_neighbors,q11,Who owns the incident response?,answerable,incident_runbook.txt,False,True,1,0.2,1.0,5,165,195,467,-30,-15.38,2,2,8,1,True,False,deterministic,12,5.141
map_agent_no_neighbors,q12,What is the public status update cadence for an outage?,answerable,incident_runbook.txt,False,True,1,0.5,1.0,2,73,73,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.228
map_agent_no_neighbors,q13,What blocks a release?,answerable,release_checklist.txt,False,True,1,0.25,1.0,4,109,109,467,0,0.0,2,2,8,2,False,True,deterministic,60,5.23
map_agent_no_neighbors,q14,How long is the staging soak time?,answerable,release_checklist.txt,False,True,1,0.25,1.0,4,111,208,467,-97,-46.63,2,2,8,1,True,False,deterministic,12,5.232
map_agent_no_neighbors,q15,What is the staged rollout plan for production?,answerable,release_checklist.txt,False,True,1,0.25,1.0,4,115,141,467,-26,-18.44,2,2,8,1,True,False,deterministic,12,5.251
map_agent_no_neighbors,q16,On which working day of the month does the payroll run?,answerable,payroll_policy.txt,False,True,1,0.3333,1.0,3,87,181,467,-94,-51.93,2,2,8,1,True,False,deterministic,12,5.452
map_agent_no_neighbors,q17,When are timesheets due?,answerable,payroll_policy.txt,False,True,1,0.5,1.0,2,55,86,467,-31,-36.05,2,2,8,1,True,False,deterministic,12,5.137
map_agent_no_neighbors,q18,How is overtime paid?,answerable,payroll_policy.txt,False,True,1,1.0,1.0,1,30,30,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.017
map_agent_no_neighbors,q19,What is the default API rate limit quota?,answerable,api_rate_limits.txt,False,True,1,0.2,1.0,5,156,245,467,-89,-36.33,2,2,8,1,True,False,deterministic,12,5.16
map_agent_no_neighbors,q20,What happens when I exceed the burst allowance?,answerable,api_rate_limits.txt,False,True,1,0.5,1.0,2,62,62,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.77
map_agent_no_neighbors,q21,How should clients handle throttling responses?,answerable,api_rate_limits.txt,False,False,0,0.0,0.0,1,29,88,467,-59,-67.05,2,2,8,1,True,False,deterministic,12,5.12
map_agent_no_neighbors,q22,Which principle governs access grants?,answerable,access_control.txt,False,True,1,0.2,1.0,5,152,152,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.09
map_agent_no_neighbors,q23,Is multi factor authentication mandatory?,answerable,access_control.txt,False,True,1,1.0,1.0,1,26,26,467,0,0.0,2,2,8,2,False,True,deterministic,60,5.464
map_agent_no_neighbors,q24,How are break glass accounts reviewed?,answerable,access_control.txt,False,True,1,0.25,1.0,4,122,152,467,-30,-19.74,2,2,8,1,True,False,deterministic,12,5.148
map_agent_no_neighbors,q25,What is the quarterly access review cadence?,answerable,access_control.txt,False,True,1,0.2,1.0,5,152,240,467,-88,-36.67,2,2,8,1,True,False,deterministic,12,5.125
map_agent_no_neighbors,n01,What is the office wifi password?,no_match,,False,False,0,1.0,1.0,0,0,0,467,0,0.0,2,2,8,2,False,True,deterministic,60,5.655
map_agent_no_neighbors,n02,Who won the 2022 world cup final?,no_match,,True,False,0,0.0,0.0,1,33,33,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.127
map_agent_no_neighbors,n03,What is the capital city of Portugal?,no_match,,False,False,0,1.0,1.0,0,0,0,467,0,0.0,2,2,8,2,False,True,deterministic,60,5.233
map_agent_no_neighbors,n04,Can you book me a flight to Tokyo?,no_match,,True,False,0,0.0,0.0,1,32,32,467,0,0.0,2,2,8,2,False,True,deterministic,60,5.589
map_agent_no_neighbors,n05,What is the recommended daily calorie intake for adults?,no_match,,False,False,0,1.0,1.0,0,0,0,467,0,0.0,2,2,8,2,False,True,deterministic,60,5.319
map_agent_no_neighbors,n06,Explain quantum chromodynamics lattice gauge theory.,no_match,,False,False,0,1.0,1.0,0,0,0,467,0,0.0,2,2,8,2,False,True,deterministic,60,5.265
map_agent_no_reflection,q01,Within how many days may a customer request a full refund?,answerable,refund_policy.txt,False,True,1,0.125,1.0,8,254,249,467,5,2.01,2,2,8,1,True,False,deterministic,12,5.632
map_agent_no_reflection,q02,What is the refund window for electronics?,answerable,refund_policy.txt,False,True,1,0.125,1.0,8,249,249,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.184
map_agent_no_reflection,q03,How many business days does refund settlement take?,answerable,refund_policy.txt,False,True,1,0.125,1.0,8,247,250,467,-3,-1.2,2,2,8,1,True,False,deterministic,12,5.316
map_agent_no_reflection,q04,How long does domestic ground shipping take?,answerable,shipping_times.txt,False,True,1,0.3333,1.0,3,87,118,467,-31,-26.27,2,2,8,1,True,False,deterministic,12,5.414
map_agent_no_reflection,q05,When is expedited delivery available?,answerable,shipping_times.txt,False,True,1,0.25,1.0,4,131,253,467,-122,-48.22,2,2,8,1,True,False,deterministic,12,5.128
map_agent_no_reflection,q06,How long does international customs clearance take?,answerable,shipping_times.txt,False,False,0,0.0,0.0,0,0,59,467,-59,-100.0,2,2,8,1,True,True,deterministic,12,5.204
map_agent_no_reflection,q07,How long is the manufacturer warranty?,answerable,warranty_terms.txt,False,True,1,0.1667,1.0,6,179,210,467,-31,-14.76,2,2,8,1,True,False,deterministic,12,5.519
map_agent_no_reflection,q08,What do I need to submit a warranty claim?,answerable,warranty_terms.txt,False,True,1,0.1429,1.0,7,207,207,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.209
map_agent_no_reflection,q09,Is water damage covered by warranty?,answerable,warranty_terms.txt,False,True,1,0.1667,1.0,6,179,179,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.119
map_agent_no_reflection,q10,What defines a severity 1 incident?,answerable,incident_runbook.txt,False,True,1,0.2,1.0,5,165,165,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.586
map_agent_no_reflection,q11,Who owns the incident response?,answerable,incident_runbook.txt,False,True,1,0.2,1.0,5,165,195,467,-30,-15.38,2,2,8,1,True,False,deterministic,12,5.239
map_agent_no_reflection,q12,What is the public status update cadence for an outage?,answerable,incident_runbook.txt,False,True,1,0.5,1.0,2,73,73,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.171
map_agent_no_reflection,q13,What blocks a release?,answerable,release_checklist.txt,False,False,0,0.0,0.0,0,0,109,467,-109,-100.0,2,2,8,1,True,True,deterministic,12,5.279
map_agent_no_reflection,q14,How long is the staging soak time?,answerable,release_checklist.txt,False,True,1,0.25,1.0,4,111,208,467,-97,-46.63,2,2,8,1,True,False,deterministic,12,5.209
map_agent_no_reflection,q15,What is the staged rollout plan for production?,answerable,release_checklist.txt,False,True,1,0.25,1.0,4,115,141,467,-26,-18.44,2,2,8,1,True,False,deterministic,12,5.189
map_agent_no_reflection,q16,On which working day of the month does the payroll run?,answerable,payroll_policy.txt,False,True,1,0.3333,1.0,3,87,181,467,-94,-51.93,2,2,8,1,True,False,deterministic,12,5.323
map_agent_no_reflection,q17,When are timesheets due?,answerable,payroll_policy.txt,False,True,1,0.5,1.0,2,55,86,467,-31,-36.05,2,2,8,1,True,False,deterministic,12,5.032
map_agent_no_reflection,q18,How is overtime paid?,answerable,payroll_policy.txt,False,True,1,1.0,1.0,1,30,30,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.02
map_agent_no_reflection,q19,What is the default API rate limit quota?,answerable,api_rate_limits.txt,False,True,1,0.2,1.0,5,156,245,467,-89,-36.33,2,2,8,1,True,False,deterministic,12,5.451
map_agent_no_reflection,q20,What happens when I exceed the burst allowance?,answerable,api_rate_limits.txt,False,True,1,0.5,1.0,2,62,62,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.128
map_agent_no_reflection,q21,How should clients handle throttling responses?,answerable,api_rate_limits.txt,False,False,0,0.0,0.0,1,29,88,467,-59,-67.05,2,2,8,1,True,False,deterministic,12,5.145
map_agent_no_reflection,q22,Which principle governs access grants?,answerable,access_control.txt,False,True,1,0.2,1.0,5,152,152,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.463
map_agent_no_reflection,q23,Is multi factor authentication mandatory?,answerable,access_control.txt,False,False,0,0.0,0.0,0,0,26,467,-26,-100.0,2,2,8,1,True,True,deterministic,12,5.033
map_agent_no_reflection,q24,How are break glass accounts reviewed?,answerable,access_control.txt,False,True,1,0.25,1.0,4,122,152,467,-30,-19.74,2,2,8,1,True,False,deterministic,12,5.142
map_agent_no_reflection,q25,What is the quarterly access review cadence?,answerable,access_control.txt,False,True,1,0.2,1.0,5,152,240,467,-88,-36.67,2,2,8,1,True,False,deterministic,12,5.663
map_agent_no_reflection,n01,What is the office wifi password?,no_match,,False,False,0,1.0,1.0,0,0,0,467,0,0.0,2,2,8,1,True,True,deterministic,12,5.069
map_agent_no_reflection,n02,Who won the 2022 world cup final?,no_match,,True,False,0,0.0,0.0,1,33,33,467,0,0.0,2,2,8,1,True,False,deterministic,12,5.127
map_agent_no_reflection,n03,What is the capital city of Portugal?,no_match,,False,False,0,1.0,1.0,0,0,0,467,0,0.0,2,2,8,1,True,True,deterministic,12,5.328
map_agent_no_reflection,n04,Can you book me a flight to Tokyo?,no_match,,True,False,0,1.0,1.0,0,0,32,467,-32,-100.0,2,2,8,1,True,True,deterministic,12,5.05
map_agent_no_reflection,n05,What is the recommended daily calorie intake for adults?,no_match,,False,False,0,1.0,1.0,0,0,0,467,0,0.0,2,2,8,1,True,True,deterministic,12,5.157
map_agent_no_reflection,n06,Explain quantum chromodynamics lattice gauge theory.,no_match,,False,False,0,1.0,1.0,0,0,0,467,0,0.0,2,2,8,1,True,True,deterministic,12,5.469
